branch_code,branch_name,branch_address,fbank_code,fstate_code2
8298,Sitiawan ,"Ground & 1st Floor
5 Persiaran PM 2/2
Pusat Bandar Sri Manjung
Seksyen 2
32040 Sri Manjung, Perak
Perak",101,PRK
8300,Kamunting **,"1-3 Jln Medan Saujana,
Taman Medan Saujana,
34600 Kamunting
Perak",101,PRK
8319,"P. P. Greentown, Ipoh ","No 2, 4 & 6,
Persiaran Greentown 1,
Pusat Perdagangan Greentown,
30450 Ipoh
Perak",101,PRK
8382,Hutan Melintang,"1-AZ, Lorong 1,
Taman Wawasan,
Simpang Empat,
36400 Hutan Melintang
Perak",101,PRK
8159,Slim River,"624-6, Jalan Ahmad Boestaman,
35800 Slim River
Perak",101,PRK
8289,Bercham,"166, 168 & 170 Jalan Tasek Timur, Pusat Perdagangan Tasek Indra, 31400 Ipoh Perak",101,PRK
8412,Parit Buntar ,"No 21-23, Jln Damai,
Tmn Damai, Bdr Baru Parit Buntar,
34200 Parit Buntar
Perak",101,PRK
8430,"Klebang, Ipoh","No 16 & 18 Laluan Klebang Restu 2
Medan Klebang Restu
31200 Chemor
Perak",101,PRK
6137,Bentong,"117-8, Jalan Loke Yew, 
28700 Bentong
Pahang",101,PHG
6089,Karak ,"647, Jalan Besar
28600 Karak
Pahang",101,PHG
6119,Kuala Lipis,"92A & 92B, Jalan Besar, 
27200 Kuala Lipis
Pahang",101,PHG
6034,Kuala Rompin,"21 & 22, Jalan Utama,
Bandar Baru Rompin,
26800 Kuala Rompin
Pahang",101,PHG
6016,Kuantan Main ,"Kuantan Chinese Commercial Chamber Industry (KCCCI), Ground & 1st Floor, Lot 46 & 47, Section 18, Jln Bukit Ubi, 25000 Kuantan",101,PHG
6025,Mentakab,"1, Jalan Haji Kassim, 
28409 Mentakab
Pahang",101,PHG
6128,Muadzam Shah,"MM55-59, Jalan Persiaran Dara,
Medan Mewah, 26700 Muadzam Shah
Pahang",101,PHG
6052,Temerloh,"A-73, Jalan Ahmad Shah, 
28000 Temerloh
Pahang",101,PHG
6146,Bandar Pusat Jengka,"6 & 7, Nadi Kota,
26400 Bandar Jengka,
Pahang",101,PHG
6070,Triang,"6 - 7 Jalan Bandar,
28300 Triang
Pahang",101,PHG
6164,Jln Beserah ,"A 6628, A6630 & A 6632,
Jalan Beserah,
25250 Kuantan
Pahang",101,PHG
6098,Bukit Ubi ,"61-65, Jalan Tun Ismail, 
25000 Kuantan, P.O. Box 119, 
25720 Kuantan
Pahang",101,PHG
6203,Jerantut,"No. 2 & 3, Lorong Alamanda 1,
Taman Alamanda, 
27000 Jerantut, 
Pahang",101,PHG
6221,Taman TAS,"B-2, B-4 & B-6 , Lorong Pandan Damai 2/201, Jln Kuantan Gambang, 25150 Kuantan, Pahang",101,PHG
6249,Raub,"Lot 15610 - 15611,
Jalan Lipis,
27600 Raub
Pahang",101,PHG
6230,Pekan,"No 96,
Jalan Sultan Abdullah,
26600 Pekan,
Pahang",101,PHG
3042,Gua Musang,"45 Jalan Besar,
18300 Gua Musang,
Kelantan",101,KLTN
3015,Kota Bharu ,"3880-E, Jalan Mahmood,
15200 Kota Bharu,
P.O. Box 108,
15710 Kota Bharu,
Kelantan",101,KLTN
3024,Kuala Krai,"Lots 1526-9, Jalan Tengku Zainal Abidin,
18000 Kuala Krai,
Kelantan",101,KLTN
3051,Tanah Merah,"G-Floor, UMNO Building,
17500 Tanah Merah,
Kelantan",101,KLTN
3033,Wakaf Siku,"5493D & E, Jalan Sultan Yahya Petra,
15200 Kota Bharu,
P.O. Box 69,
15700 Kota Bharu,
Kelantan",101,KLTN
3136,Kubang Kerian ,"1526, 1527 & 1528, Kubang Kerian, 16150 Kota Bharu",101,KLTN
13041,Jerteh,"Lots 405 & 406, 
Jalan Besar, 
22000 Jerteh
Terengganu",101,TGANU
13023,Kemaman ,"K11284 & K11285
Taman Cukai Utama
Jalan Kubang Kurus
24000 Cukai, Kemaman, 
Terengganu",101,TGANU
13014,Kuala Terengganu ,"No 92, Jalan Sultan Ismail, 
20200 Kuala Terengganu
Terengganu",101,TGANU
13032,Kuala Berang,"Lots 6312-3, 
Pekan Kuala Berang, 
21700 Kuala Berang
Terengganu",101,TGANU
13087,Paka,"40-41, Jalan Besar
Pusat Niaga Paka
23100 Paka
Terengganu",101,TGANU
13050,Kerteh ,"Lot 40, Grd Floor,
Mesra Mall,
Lot 6490, Mukim Kerteh
Rantau Petronas,
24300 Kerteh,
Terengganu",101,TGANU
13096,Dungun,"Lot PT 15153 & PT 15154, Jln Baru Pak Sabah, 23000 Dungun, Trg",101,TGANU
1039,Batu Pahat,"32-4, Jalan Rahmat,
83000 Batu Pahat,
Johor",101,JHR
1132,Jalan Larkin,"113-5, Jalan Glasiar,
Taman Tasek,
80200 Johor Bahru,
Johor",101,JHR
1123,Jalan Tebrau,"69-75, Jalan Meranti Merah, 
Kebun Teh, 
80250 Johor Bahru,
Johor",101,JHR
1011,Johore Bharu Main ,"Lot M1-22, Level 1-3,
Johor Bahru City Centre,
106-108, Jalan Wong Ah Fook,
80000 Johor Bahru,",101,JHR
1066,Kluang,"30-34, Jalan Dato Haji Hassan, 
86000 Kluang,
Johor",101,JHR
1075,Kota Tinggi,"18 & 19, Jalan Niaga Satu,
Pusat Perdagangan,
81900 Kota Tinggi,
Johor",101,JHR
1178,Sungei Rengit ,"3, Jalan Pasar,
Sungai Rengit,
81620 Pengerang,
Johor",101,JHR
1105,Kulai,"146-7, Jalan Raya, 
81000 Kulai,
Johor",101,JHR
1114,Labis,"7/1, 7/2 & 7/3, 
Jalan Yong Peng, 
85300 Labis,
Johor",101,JHR
1141,Masai,"No. 17 Jalan Suria 3,
Bandar Seri Alam,
81750 Masai,
Johor",101,JHR
1093,Mersing,"22-4, Jalan Ismail, 
86800 Mersing,
Johor",101,JHR
1048,Muar,"104, Jalan Abdullah, 
80400 Muar,
Johor",101,JHR
1244,Pasir Gudang,"14 Pusat Perdagangan,
Jalan Bandar,
81700 Pasir Gudang,
Johor",101,JHR
1150,Pekan Nenas,"3-4, Jalan Johor, 
81500 Pekan Nenas,
Johor",101,JHR
1020,Pontian Kecil,"No 7, 8, 9 & 10 Jalan Delima 5
Pusat Perdagangan Pontian
82000 Pontian
Johor",101,JHR
1208,Skudai,"18-20, Jalan Perwira 17, 
Taman Ungku Tun Aminah, 
81300 Skudai,
Johor",101,JHR
1525,"Jalan Genuang, Segamat","No 62J & 62K, Jln Genuang,
85000 Segamat
Johor",101,JHR
1196,Simpang Renggam,"1 & 2 Jalan Kijang, 
Taman Mohd Yassin,
86200 Simpang Renggam,
Johor",101,JHR
1217,Taman Johor Jaya,"85-87, Jalan Dedap 6, 
Taman Johor Jaya, 
81100 Johor Bahru,
Johor",101,JHR
1271,Taman Pelangi,"10 & 12, Jalan Pingai, 
Taman Pelangi, 
80400 Johor Bahru,
Johor",101,JHR
1253,Tampoi,"59, Jalan Sri Bahagia Lima, 
Taman Seri Bahagia, 
Tampoi, 
81250 Johor Bahru,
Johor",101,JHR
1383,Taman Intan,"37, Jalan Intan 2/1, 
Taman Intan, 
86000 Kluang,
Johor",101,JHR
1084,Tangkak,"10-11, Jalan Muar, 
84900 Tangkak,
Johor",101,JHR
1299,Bdr Baru Permas Jaya,"G-01, 01-01 & 02-01,
Block A Permas Mall,
No 3 Jalan Permas Utara,
Bandar Baru Permas Jaya,
81750 Masai,
Johor",101,JHR
1392,Jalan Segget ,"49-A, Jalan Segget, 
80000 Johor Bahru,
Johor",101,JHR
1422,"Jalan Zabedah, Batu Pahat ","84, Jalan Rahmat, 
83000 Batu Pahat,
Johor",101,JHR
1413,"Jalan Sulaiman, Muar ","No 57-1 & 57-2,
Jln Sulaiman,
84000 Muar
Johor",101,JHR
1440,Rengit ,"Lot 10, Jalan Muhibbah, 
83100 Rengit,
Johor",101,JHR
1468,"Tmn Bkt Pasir, Batu Pahat ","No 31 & 32, Jln Mengkudu,
Taman Abdul Rahman Jaafar,
83000 Batu Pahat,
Johor",101,JHR
1262,Yong Peng,"216 & 218, Jalan Besar, 
Taman Sembrong Baru, 
83700 Yong Peng,
Johor",101,JHR
1301,Tmn Universiti,"1, Kebudayaan 4, 
Taman Universiti, 
81300 Skudai,
Johor",101,JHR
1534,Taman Molek ,"47 & 49 Jalan Molek 3/1,
Taman Molek,
81100 Johor Bahru
Johor",101,JHR
1543,Taman Nusa Bistari ,"15, Jalan Bestari 1/5,
Taman Nusa Bestari
81300 Skudai",101,JHR
1570,Senai,"No. 136 & 137,
Jalan Senai Utama 5/17,
81400 Senai,
Johor",101,JHR
1589,Parit Raja,"No 1 & 3, Jalan Cempaka 1,
Taman Bunga Cempaka Biru,
86400 Parit Raja,
Johor",101,JHR
1280,Taman Daya,"18 & 20, Jalan Sagu 8, 
Taman Daya, 
81100 Johor Bahru,
Johor",101,JHR
1338,Ulu Tiram,"4-5, Jalan Raya, 
Taman Tiram Baru, 
81800 Ulu Tiram,
Johor",101,JHR
1347,Taman Perling,"No. 17 & 19, Jalan Persisiran Perling, 
Taman Perling, 
81200 Johor Bahru,
Johor",101,JHR
1628,Setia Tropika,"Setia Tropika, JB Branch,
No.8, Jalan Setia Tropika 1/21,
Taman Setia Tropika
81000 Johor Bahru
Johor",101,JHR
1600,Gelang Patah,"No 7 & 9, Jalan Nusaria 11/1, Taman Nusantara, 81550 Gelang Patah, Johor",101,JHR
4049,Alor Gajah,"4772-AG, Jalan Simpang Empat,
78000 Alor Gajah,
Melaka",101,MCCA
4012,Jalan Munshi Abdullah,"171-175, Jalan Munshi Abdullah, 
75000 Melaka, 
P.O. Box 152, 75730
Melaka",101,MCCA
4030,Jasin,"Ground Floor & M. Floor,
Bangunan UMNO,
Lot 20 Jalan Kesang,
77000 Jasin, P.O. Box 111,
Pejabat Pos Jasin, 77008 Jasin,
Melaka",101,MCCA
4021,Malacca Main ,"114 & 114A, Graha Peladang,
Jalan Hang Tuah, 75300 Melaka,
P.O. Box 173, 75730
Melaka",101,MCCA
5055,Pulau Sebang,"AG-6344, Jalan Besar,
Pulau Sebang, 73000 Tampin,
Melaka",101,MCCA
4067,Taman Malim Jaya ,"138 - 142, Jalan Suria 2,
Taman Malim Jaya, 75250
Melaka",101,MCCA
4085,Taman Melaka Raya ,"No 225, 226 & 227,
Taman Melaka Jaya,
75000 Jalan Bandar Hilir,
Melaka",101,MCCA
4106,Masjid Tanah,"SU 942, 943 & 944,
Jalan Bandar Baru 6,
Taman Bandar Baru Masjid Tanah,
78300 Masjid Tanah,
Melaka",101,MCCA
4058,Merlimau,"JB1, Jalan Debunga 1,
Taman Debunga,
77300 Merlimau,
Melaka",101,MCCA
4115,Ayer Keroh,"No. G4 & G6, Lebuh Ayer Keroh
75450 Ayer Keroh
Melaka",101,MCCA
4124,Cheng,"No 102-106,
Jln Cheng Baru 1,
Taman Cheng Baru,
75250 Melaka
Melaka",101,MCCA
4133,MITC Ayer Keroh,"Lot 53 & 55, Fashion City 2, MITC Ayer Keroh, 75450 Melaka",101,MCCA
11065,Bintulu,"24-25, New Commercial Centre,
97000 Bintulu,
P.O. Box 104,
97007 Bintulu
Sarawak",101,SWK
11038,"Jalan TAR, Kuching ","Lots 250-253,
Jalan Tunku Rahman,
Section 49,
93100 Kuching
Sarawak",101,SWK
11083,Jalan Pending ,"Lots 7018-19, Section 64,
Jalan Pending, 93450 Kuching,
P.O. Box 1453, 93730 Kuching
Sarawak",101,SWK
11092,Kapit,"73B & C, Jalan Airport,
96800 Kapit,
P.O. Box 101,
96807 Kapit
Sarawak",101,SWK
11122,Pelita Comm. Centre,"Wisma Yong Lung,
Ground & 1st Floor,
Lot 698, Block 7, MCLD,
Jalan Pujut, C.D.T. No. 28,
98000 Miri
Sarawak",101,SWK
11261,Tudan ,"DG-01 Block D
E-Mart Commercial Centre
Jalan Tudan
98100 Miri
Sarawak",101,SWK
11047,Lawas,"Lots 231-233, Jalan Sloating,
98850 Lawas,
P.O. Box 91,
98857 Lawas
Sarawak",101,SWK
11029,Limbang,"57, Lorong Maybank,
98700 Limbang,
P.O. Box 66,
98707 Limbang
Sarawak",101,SWK
11010,Miri ,"Lot 112, Jalan Bendahara,
98008 Miri
P. O. Box 210
98007 Miri
Sarawak",101,SWK
11104,Mukah,"No 35 & 36, Lot 512 Block 68,
Mukah New Township
P.O. Box 72,
96400 Mukah
Sarawak",101,SWK
11056,Sibu ,"35, 37 & 39, Jalan Kampung Nyabor,
96000 Sibu,
P.O. Box 539,
96007 Sibu
Sarawak",101,SWK
11113,Wisma Satok ,"Level 1, Wisma Satok,
Jalan Satok,
93400 Kuching,
P.O. Box 1963,
93740 Kuching
Sarawak",101,SWK
11074,Kota Sentosa,"Lots 1949-1951,
Ground Floor,
Kota Sentosa Batu 7,
Jalan Penrissen,
93250 Kuching
Sarawak",101,SWK
11168,Bau,"80-82, Jalan Temenggong Salau,
94000 Bau
Sarawak",101,SWK
11186,"Boulevard Centre, Miri **","Lots 2429 & 2430,
Boulevard Centre,
Jalan Permaisuri Pujut,
98000 Miri
Sarawak",101,SWK
11177,"Medan Jaya, Bintulu ","29, Medan Jaya Commercial Centre,
Jalan Tun Hussein Onn,
97000 Bintulu
Sarawak",101,SWK
11216,Sibu Central ,"Lot 645, 646 & 647,
Block 6, Jln Kampong Nyabor,
96000 Sibu
Sarawak",101,SWK
11131,Sarikei,"No 80B - 80C, Jalan Masjid Lama, 96100 Sarikei",101,SWK
11234,Kuching Selatan ,"No 65 - 67, Lot 3179 - 3181, Block 10
Jalan Laksamana Cheng Ho
93200 Kuching
Sarawak",101,SWK
11252,Batu Kawah,"CG103 - CG107
Batu Kawah New Township
Jalan Batu Kawa
93250 Kuching
Sarawak",101,SWK
11270,Salim Commercial Centre,"No. 43 & 44, Lorong 17,
Jalan Salim,
96000 Sibu
Sarawak",101,SWK
11289,"Tabuan Jaya, Kuching","71, 72, 73 & 74 Tabuan Tranquility, Phase 1, Jln Canna, Tabuan Jaya, 93350 Kuching",101,SWK
10077,Inanam,"CL 015300713, Ground Floor, Batu 5.5, Jalan Tuaran, 88540 Kota Kinabalu, Sabah",101,SBH
10143,Karamunsing Bus. Centre ,"Bangunan Maybank,
No. 1, Lorong Kemajuan,
Karamunsing,
88000 Kota Kinabalu,
P.O. Box 12599,
88829 Kota Kinabalu
Sabah",101,SBH
10095,Keningau,"Lots 11 &12, Block C,
Foo Long Shopping Complex,
89000 Keningau
Sabah",101,SBH
10013,Kota Kinabalu,"9, Beach Street,
88000 Kota Kinabalu,
P.O. Box 10862,
88809 Kota Kinabalu
Sabah",101,SBH
10107,"Jln Perpaduan, KK ","Lot 6 & 7, Jalan Perpaduan,
Kampong Air,
88000 Kota Kinabalu, Sabah
Sabah",101,SBH
10068,Kudat,"Lots 4-6, Block \B\,
SEDCO New Shophouses,
Pekan Tomborungus,
89050 Kudat,
P.O. Box 207,
89058 Kudat
Sabah",101,SBH
15120,Labuan,"Lot E005, Ground Floor Podium,
Financial Park, Labuan Complex,
Jalan Merdeka,
87000 Wilayah Persekutuan Labuan
Sabah",101,SBH
10059,Lahad Datu,"MDL No: 1280-2, Block 24,
Jalan Lily,
91100 Lahad Datu,
P.O. Box 286, 91102 Lahad Datu
Sabah",101,SBH
10022,Sandakan,"Lot 28, 29 & 30 Block HS-3, Sandakan Harbour Square, 90000 Sandakan.",101,SBH
10040,Semporna,"Block 1, Lot No: 7,
91300 Semporna
Sabah",101,SBH
10134,Sipitang,"Lot 25 & 26, Block B
Sipitang Shopping Centre
Jalan Haji AH Tengah
89850 Sipitang
Sabah",101,SBH
10031,Tawau,"262-264, Fajar Complex,
Jalan Mahkamah,
91000 Tawau,
P.O. Box 260,
91007 Tawau
Sabah",101,SBH
10161,Prima Square,"Lot Nos. 218, 219, 220, 221, 222 & 223, Block 24, Prima Square, Mile 4, Jalan Utara, 9000 Sandakan, Sabah",101,SBH
10198,Lintas Square ,"No 27, Block D, Lintas Square
Jalan Lintas,
88300 Kota Kinabalu
Sabah",101,SBH
10189,Putatan,"Ground & First Floor
Lot 10 & 11, Putatan Court
Putatan Square Phase II
Lorong Putatan 1
88200 Putatan
Kota Kinabalu
Sabah",101,SBH
10237,Alamesra,"Lot 15, 16 & 17 DBKK,
No B-6, B-7 & B-8 Blok B,
Lorong Plaza Permai 1, Alamesra,
Sulaman Coastal Highway,
88400 Kota Kinabalu
Sabah",101,SBH
10246,Mile 4 Tawau,"Lot 73, 74, 75 & 76 Block D, Kubota Square, Jln Kubota, 91000 Tawau",101,SBH
10264,Ranau,"No 9 (Grd Flr), 10 (Grd & 1st Floor), Blok A Ranau Town Centre, 89300 Ranau, Sabah",101,SBH
10273,Beaufort,"No 34 & 35, Block E, New Beaufort Jaya, 89800 Beaufort Sabah",101,SBH
10291,Donggongon,"Lot 4 & 5, Block B, Donggongon Township Phase II, Penampang, 89500 Sabah",101,SBH
